Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Bwd Act Data Pkts,Fwd Seg Size Min,Bwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Fwd TCP Retrans. Count,Bwd TCP Retrans. Count,Total TCP Retrans. Count,Total Connection Flow Time,Label
192.168.21.128-192.168.21.70-43466-80-6,192.168.21.128,43466,192.168.21.70,80,6,2023-05-10 05:26:13.316850,103610135,61,61,5592.0,1124.0,287.0,0.0,91.672131147541,112.24091964927874,112.0,0.0,18.42622950819672,30.939973613646064,64.81991361173306,1.1774909857997966,856282.1074380165,3656723.174708489,23442243.0,551.0,103606950.0,1726782.4999999998,5067683.693103936,23443459.0,8528.0,103558592.0,1725976.5333333334,5068704.433379427,23443913.0,551.0,32,32,0,0,0,0,1952,1952,0.5887454928998983,0.5887454928998983,0.0,287.0,55.04918032786887,89.8552419364325,8073.964503454818,0,0,0,64,122,0,4,0,1.0,55.04918032786885,91.67213114754098,18.42622950819672,0.0,0.0,0.0,0.0,0.0,0.0,6.1,559.2,6.1,112.4,0,2787,32,32,0,32,1174908.2857142857,1510174.834585576,3752367.0,20420.0,13084025.57142857,8994276.653430909,23442243.0,5500478.0,-1,-1,0,0,0,3123927324,cyberattack_ocpp16_doc_idtag
192.168.21.128-192.168.21.70-36032-80-6,192.168.21.128,36032,192.168.21.70,80,6,2023-05-10 08:47:25.825591,102984567,63,64,5584.0,1116.0,287.0,0.0,88.63492063492065,111.44799186128456,112.0,0.0,17.4375,30.388946925454576,65.05829169529838,1.2331944843735665,817337.833333333,3331443.079284946,21616117.0,557.0,102981829.0,1660997.241935484,4620722.43755316,21616117.0,4896.0,102982521.0,1634643.1904761903,4594213.998045276,21632420.0,557.0,32,32,0,0,0,0,2016,2048,0.6117421457916117,0.6214523385819547,0.0,287.0,52.75590551181104,88.60441034343866,7850.74153230846,0,0,0,64,127,0,4,0,1.0158730158730158,52.75590551181102,88.63492063492063,17.4375,0.0,0.0,0.0,0.0,0.0,0.0,7.0,620.4444444444445,7.111111111111111,124.0,0,501,32,32,0,32,1764495.0,846192.9915210438,3097737.0,595693.0,12645159.857142856,7478344.511057877,21616117.0,6247256.0,-1,-1,0,0,0,732483551,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-54859-80-6,192.168.21.225,54859,192.168.21.70,80,6,2024-06-22 18:57:34.642986,18722,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,30124.98664672577,534.1309689135776,2080.222222222222,4482.956719001918,13586.0,24.0,18722.0,3744.4,5709.367154072332,13586.0,150.0,18513.0,6171.0,6642.958903982471,13680.0,1060.0,1,1,0,0,0,0,200,136,320.4785813481466,213.65238756543104,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,18722,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-43786-80-6,192.168.21.128,43786,192.168.21.70,80,6,2023-05-10 07:58:28.015134,119997985,64,61,5622.0,1148.0,288.0,0.0,87.84374999999996,111.64644006579466,112.0,0.0,18.81967213114754,31.06525829965114,56.417614012435294,1.0416841582798244,967725.685483871,3148658.948900548,17953157.0,579.0,119997985.0,1904729.9206349207,4229585.936652444,17953157.0,17122.0,105515087.0,1758584.7833333337,4001334.047396144,17969528.0,579.0,33,32,0,0,0,0,2048,1952,0.5333422890392702,0.5083418692405544,0.0,288.0,54.15999999999999,89.44239450888973,7999.941935483869,0,0,0,65,125,0,4,0,0.953125,54.16,87.84375,18.81967213114754,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,468.5,5.083333333333333,95.66666666666669,237,3465,33,32,32,0,1657723.8,1644870.036872201,4758018.0,21865.0,10342074.7,5021215.666415788,17953157.0,5873791.0,-1,-1,0,0,0,2849962588,cyberattack_ocpp16_doc_idtag
192.168.21.230-239.255.255.250-52832-1900-17,192.168.21.230,52832,239.255.255.250,1900,17,2023-05-11 10:10:01.666769,3042988,4,0,700.0,0.0,175.0,175.0,175.0,0.0,0.0,0.0,0.0,0.0,230.03705568342696,1.314497461048154,1014329.3333333334,2232.102222868239,1015682.0,1011753.0,3042988.0,1014329.3333333334,2232.102222868239,1015682.0,1011753.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,32,0,1.314497461048154,0.0,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,175.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,233.3333333333333,0.0,0.0,0,0,4,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,3042988,normal
192.168.21.128-192.168.21.70-49230-80-6,192.168.21.128,49230,192.168.21.70,80,6,2023-04-27 06:37:41.874101,118666067,24,24,514.0,3570.0,70.0,0.0,21.41666666666666,30.20641548134905,574.0,0.0,148.75,251.3266106431853,34.415904253403795,0.4044964260928947,2524809.936170212,5318013.21689353,17425353.0,692.0,118663693.0,5159291.000000001,6708854.261940965,17426257.0,26026.0,118664863.0,5159341.869565217,6718970.225773301,17453633.0,6040.0,12,12,0,0,0,0,768,768,0.2022482130464473,0.2022482130464473,0.0,574.0,85.08333333333333,188.4058355392641,35496.75886524823,0,0,0,24,48,0,6,0,1.0,85.08333333333333,21.416666666666668,148.75,0.0,0.0,0.0,0.0,0.0,0.0,2.1818181818181817,46.72727272727273,2.1818181818181817,324.54545454545456,0,501,12,12,0,32,1429123.125,2566708.528504242,6228985.0,30602.0,13399101.499999998,4197523.389954639,17425353.0,6267964.0,-1,-1,0,0,0,12803739401,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-36150-80-6,192.168.21.128,36150,192.168.21.70,80,6,2023-05-10 09:33:27.821223,119985421,13,11,94.0,126.0,35.0,0.0,7.23076923076923,12.63034603744652,59.0,0.0,11.454545454545457,23.526001089703435,1.833556095119256,0.200024301285737,5216757.434782608,10404875.52474391,29990658.0,1117.0,119985421.0,9998785.083333332,12820370.818051094,29990658.0,8792.0,89949445.0,8994944.5,12035283.986660097,29999555.0,3706.0,6,6,0,0,0,0,416,352,0.1083464965297742,0.0916778047559628,0.0,59.0,9.16666666666667,18.12436905448541,328.4927536231884,0,0,0,12,24,0,0,0,0.8461538461538461,9.166666666666666,7.230769230769231,11.454545454545457,0.0,0.0,0.0,0.0,0.0,0.0,2.1666666666666665,15.666666666666666,1.8333333333333333,21.0,237,504,6,6,32,0,41661.2,28812.42669752064,63495.0,9454.0,19961387.166666664,11107974.458393924,29990658.0,5126032.0,-1,-1,0,0,0,483147730,normal
192.168.21.225-192.168.21.70-41458-80-6,192.168.21.225,41458,192.168.21.70,80,6,2024-06-25 10:50:07.305148,119818868,956,787,31548.0,41586.0,66.0,0.0,32.99999999999999,33.01727296637512,87.0,0.0,52.84116899618805,42.512221654252656,610.3713148082821,14.546957662794812,68782.35820895524,96370.74123890784,256120.0,13.0,119776107.0,125420.00732984292,105610.86029140928,256162.0,455.0,119818853.0,152441.28880407132,106774.64304459744,296599.0,154.0,478,478,0,0,0,0,30592,25184,7.978709997493884,6.568247665300928,0.0,87.0,41.9586919104991,38.86701269881031,1510.6446761294817,0,0,0,956,1743,0,0,0,0.8232217573221757,41.95869191049914,33.0,52.84116899618805,290.4,4.4,339.9634796807434,382.8,4.4,6398.491640842034,0.0,0.0,0.0,0.0,294,506,478,478,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,6604078481,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.225-192.168.21.70-46597-80-6,192.168.21.225,46597,192.168.21.70,80,6,2024-06-22 18:50:42.223843,6002,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,93968.67710763078,1666.1112962345885,666.8888888888889,906.9946863742427,2334.0,56.0,6002.0,1200.4,1003.4078433020144,2334.0,169.0,5674.0,1891.3333333333333,642.4269089424363,2475.0,1203.0,1,1,0,0,0,0,200,136,999.666777740753,666.4445184938353,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,6002,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-41336-80-6,192.168.21.128,41336,192.168.21.70,80,6,2023-04-27 07:11:29.519017,119995685,25,26,512.0,3570.0,70.0,0.0,20.48,29.84001787309563,574.0,0.0,137.30769230769232,244.4107639578534,34.01788989329075,0.4250152828412122,2399913.7,4907046.6126375375,17101224.0,408.0,119992438.0,4999684.916666667,6148481.92125205,17102166.0,18473.0,119993649.0,4799745.960000001,6102448.775012342,17110521.0,408.0,12,13,0,0,0,0,800,832,0.2083408249221628,0.2166744579190493,0.0,574.0,80.03921568627453,183.77921109682825,33774.79843137255,0,0,0,25,51,0,6,0,1.04,80.03921568627452,20.48,137.30769230769232,0.0,0.0,0.0,0.0,0.0,0.0,2.083333333333333,42.66666666666666,2.1666666666666665,297.5,0,501,12,13,0,32,412385.4000000001,1117740.45939239,3591414.0,3247.0,11214732.7,4545653.470950221,17101224.0,5328083.0,-1,-1,0,0,0,360267374,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-37712-80-6,192.168.21.128,37712,192.168.21.70,80,6,2023-05-09 13:44:46.079551,119279498,60,62,5592.0,1124.0,287.0,0.0,93.2,112.5466080477366,112.0,0.0,18.129032258064512,30.774421927142058,56.30473059167301,1.0228077921655907,985780.9752066116,3362412.705062201,19297963.0,885.0,119278467.0,2021668.9322033897,4612602.494923009,19298977.0,11530.0,119274022.0,1955311.8360655736,4553691.6760087535,19299056.0,2944.0,32,32,0,0,0,0,1920,1984,0.5030202256552085,0.5197875665103822,0.0,287.0,55.04918032786885,89.85524193643249,8073.964503454817,0,0,0,64,122,0,4,0,1.0333333333333334,55.04918032786885,93.2,18.12903225806452,0.0,0.0,0.0,0.0,0.0,0.0,4.0,372.8,4.133333333333334,74.93333333333334,237,3081,32,32,32,0,1127669.5,1678305.995828681,5145308.0,14804.0,10798742.7,5706036.017556731,19297963.0,5663293.0,-1,-1,0,0,0,3709214867,cyberattack_ocpp16_doc_idtag
192.168.21.128-192.168.21.70-38718-80-6,192.168.21.128,38718,192.168.21.70,80,6,2023-05-09 20:39:45.902345,118926545,63,61,5589.0,1121.0,287.0,0.0,88.71428571428572,111.54044956606964,112.0,0.0,18.377049180327862,30.91125142210964,56.42138178654732,1.0426604085740487,966882.4796747968,3923870.630379868,22907623.0,298.0,118925625.0,1918155.241935484,5381323.849011479,22909002.0,22461.0,118906250.0,1981770.8333333333,5473133.579950056,22910370.0,298.0,32,32,0,0,0,0,2016,1952,0.5297387559690732,0.5129216526049756,0.0,287.0,54.11290322580646,89.3525227852472,7983.873328088121,0,0,0,64,124,0,4,0,0.9682539682539684,54.11290322580645,88.71428571428571,18.37704918032787,0.0,0.0,0.0,0.0,0.0,0.0,7.0,621.0,6.777777777777778,124.55555555555556,237,501,32,32,32,0,1575267.285714286,674790.6246986825,2039973.0,361906.0,14954271.57142857,8272850.173659073,22907623.0,5915686.0,-1,-1,0,0,0,603457210,cyberattack_ocpp16_doc_idtag
